Generation;Game;Gym;Gym leader;Pokemon;Level;Move 1;Move 2;Move 3;Move 4
6;X;Elite Four;Champion Diantha;Aurorus;65;thunder;blizzard;reflect;light-screen
6;X;Elite Four;Champion Diantha;Gourgeist;65;trick-or-treat;phantom-force;seed-bomb;shadow-sneak
6;X;Elite Four;Champion Diantha;Goodra;66;focus-blast;dragon-pulse;fire-blast;muddy-water
6;X;Elite Four;Champion Diantha;Gardevoir;68;thunderbolt;moonblast;psychic;shadow-ball
6;Y;Santalune City;Viola;Surskit;10;bubble;water-sport;quick-attack;
6;Y;Santalune City;Viola;Vivillon;12;harden;tackle;Infestation;
6;Y;Cyllage City;Grant;Tyrunt;25;bite;rock-tomb;stomp;
6;Y;Cyllage City;Grant;Amaura;25;thunder-wave;rock-tomb;aurora-beam;take-down
6;Y;Shalour City;Korrina;Mienfoo;29;fake-out;double-slap;power-up-punch;
6;Y;Shalour City;Korrina;Hawlucha;32;hone-claws;flying-press;power-up-punch;
6;Y;Shalour City;Korrina;Machoke;28;rock-tomb;power-up-punch;leer;
6;Y;Courmaline City;Ramos;Jumpluff;30;bullet-seed;acrobatics;leech-seed;
6;Y;Courmaline City;Ramos;Gogoat;34;bulldoze;grass-knot;take-down;
6;Y;Courmaline City;Ramos;Weepinbell;31;grass-knot;poison-powder;acid;gastro-acid
6;Y;Lumiose City;Clemont;Emolga;35;volt-switch;quick-attack;aerial-ace;
6;Y;Lumiose City;Clemont;Magneton;35;thunderbolt;electric-terrain;mirror-shot;
6;Y;Lumiose City;Clemont;Heliolisk;37;thunderbolt;quick-attack;grass-knot;
6;Y;Laverre City;Valerie;Mawile;38;feint-attack;crunch;iron-defense;
6;Y;Laverre City;Valerie;Mr. Mime;39;light-screen;reflect;psychic;dazzling-gleam
6;Y;Laverre City;Valerie;Sylveon;42;dazzling-gleam;quick-attack;swift;charm
6;Y;Anistar City;Olympia;Sigilyph;44;psychic;air-slash;light-screen;reflect
6;Y;Anistar City;Olympia;Slowking;45;psychic;calm-mind;power-gem;yawn
6;Y;Anistar City;Olympia;Meowstic;48;psychic;calm-mind;fake-out;shadow-ball
6;Y;Snowbelle City;Wulfric;Abomasnow;56;ice-beam;ice-shard;energy-ball;
6;Y;Snowbelle City;Wulfric;Cryogonal;55;ice-beam;confuse-ray;flash-cannon;hail
6;Y;Snowbelle City;Wulfric;Avalugg;59;avalanche;crunch;curse;gyro-ball
6;Y;Elite Four;Malva;Pyroar;63;hyper-voice;noble-roar;flamethrower;wild-charge
6;Y;Elite Four;Malva;Torkoal;63;curse;flame-wheel;stone-edge;earthquake
6;Y;Elite Four;Malva;Chandelure;63;flamethrower;confuse-ray;confide;shadow-ball
6;Y;Elite Four;Malva;Talonflame;65;quick-attack;brave-bird;flare-blitz;flail
6;Y;Elite Four;Wikstrom;Klefki;63;spikes;torment;dazzling-gleam;flash-cannon
6;Y;Elite Four;Wikstrom;Probopass;63;power-gem;earth-power;flash-cannon;discharge
6;Y;Elite Four;Wikstrom;Scizor;63;x-scissor;iron-head;bullet-punch;night-slash
6;Y;Elite Four;Wikstrom;Aegislash;65;sacred-sword;iron-head;kings-shield;shadow-claw
6;Y;Elite Four;Drasna;Dragalge;63;sludge-bomb;surf;thunderbolt;dragon-pulse
6;Y;Elite Four;Drasna;Altaria;63;dragon-pulse;moonblast;sing;cotton-guard
6;Y;Elite Four;Drasna;Druddigon;63;dragon-tail;revenge;retaliate;chip-away
6;Y;Elite Four;Drasna;Noivern;65;flamethrower;boomburst;air-slash;dragon-pulse
6;Y;Elite Four;Siebold;Clawitzer;63;dragon-pulse;water-pulse;aura-sphere;dark-pulse
6;Y;Elite Four;Siebold;Starmie;63;psychic;light-screen;surf;dazzling-gleam
6;Y;Elite Four;Siebold;Gyarados;63;waterfall;ice-fang;dragon-dance;earthquake
6;Y;Elite Four;Siebold;Barbaracle;65;stone-edge;razor-shell;cross-chop;x-scissor
6;Y;Elite Four;Champion Diantha;Hawlucha;64;poison-jab;flying-press;swords-dance;x-scissor
6;Y;Elite Four;Champion Diantha;Tyrantrum;65;head-smash;dragon-claw;earthquake;crunch
6;Y;Elite Four;Champion Diantha;Aurorus;65;thunder;blizzard;reflect;light-screen
6;Y;Elite Four;Champion Diantha;Gourgeist;65;trick-or-treat;phantom-force;seed-bomb;shadow-sneak
6;Y;Elite Four;Champion Diantha;Goodra;66;focus-blast;dragon-pulse;fire-blast;muddy-water
6;Y;Elite Four;Champion Diantha;Gardevoir;68;thunderbolt;moonblast;psychic;shadow-ball
7;Sun;Hau'oli City;Ilima Rowlet;Yungoos;9;tackle;pursuit;leer;
7;Sun;Hau'oli City;Ilima Rowlet;Smeargle;10;ember;tackle;;
7;Sun;Hau'oli City;Ilima Litten;Yungoos;9;tackle;pursuit;leer;
7;Sun;Hau'oli City;Ilima Litten;Smeargle;10;water-gun;tackle;;
7;Sun;Hau'oli City;Ilima Popplio;Yungoos;9;tackle;pursuit;leer;
7;Sun;Hau'oli City;Ilima Popplio;Smeargle;10;leafage;tackle;;
7;Sun;Hau'oli City;Ilima;Gumshoos;15;tackle;pursuit;leer;
7;Sun;Hau'oli City;Ilima;Smeargle;14;quick-attack;ember;water-gun;leafage
7;Sun;Iki Town;Hala;Mankey;14;karate-chop;focus-energy;pursuit;
7;Sun;Iki Town;Hala;Makuhita;14;fake-out;sand-attack;arm-thrust;
7;Sun;Iki Town;Hala;Crabrawler;15;power-up-punch;pursuit;leer;
7;Sun;Brooklet Hill;Lana;Chinchou;26;bubble-beam;thunder-wave;electro-ball;
7;Sun;Brooklet Hill;Lana;Shellder;26;water-gun;supersonic;icicle-spear;
7;Sun;Brooklet Hill;Lana;Araquanid;27;bug-bite;bite;bubble-beam;
7;Sun;Royal Avenue;Kiawe;Growlithe;26;bite;fire-fang;;
7;Sun;Royal Avenue;Kiawe;Fletchinder;26;ember;quick-attack;peck;
7;Sun;Royal Avenue;Kiawe;Marowak;27;flame-wheel;hex;bonemerang;will-o-wisp
7;Sun;Ruins of Life;Olivia;Nosepass;26;rock-slide;spark;thunder-wave;
7;Sun;Ruins of Life;Olivia;Boldore;26;rock-blast;mud-slap;headbutt;
7;Sun;Ruins of Life;Olivia;Lycanroc;27;bite;rock-throw;;
7;Sun;Pokémon League;Sophocles;Togedemaru;61;electric-terrain;zing-zap;spiky-shield;fell-stinger
7;Sun;Pokémon League;Sophocles;Magnezone;61;flash-cannon;discharge;tri-attack;reflect
7;Sun;Pokémon League;Sophocles;Electivire;61;thunder-punch;giga-impact;fire-punch;quick-attack
7;Sun;Pokémon League;Sophocles;Vikavolt;61;bug-buzz;thunderbolt;air-slash;guillotine
7;Sun;Pokémon League;Sophocles;Golem;61;stone-edge;steamroller;thunder-punch;heavy-slam
7;Sun;Pokémon League;Acerola;Sableye;54;shadow-claw;zen-headbutt;confuse-ray;fake-out
7;Sun;Pokémon League;Acerola;Drifblim;54;ominous-wind;focus-energy;amnesia;baton-pass
7;Sun;Pokémon League;Acerola;Dhelmise;54;slam;shadow-ball;energy-ball;whirlpool
7;Sun;Pokémon League;Acerola;Froslass;54;blizzard;shadow-ball;confuse-ray;ice-shard
7;Sun;Pokémon League;Acerola;Palossand;55;shadow-ball;earth-power;giga-drain;iron-defense
7;Sun;Malie City;Nanu;Sableye;38;power-gem;shadow-ball;fake-out;
7;Sun;Malie City;Nanu;Krokorok;38;crunch;assurance;swagger;earthquake
7;Sun;Malie City;Nanu;Persian;39;power-gem;fake-out;dark-pulse;
7;Sun;Vast Poni Canyon;None;Kommo-o;45;clanging-scales;sky-uppercut;flash-cannon;protect
7;Sun;Vast Poni Canyon;None;Hakamo-o;32;sky-uppercut;autotomize;work-up;bide
7;Sun;Vast Poni Canyon;None;Scizor;32;metal-claw;pursuit;leer;fury-cutter
7;Sun;Poni Gauntlet;Mina;Klefki;61;dazzling-gleam;flash-cannon;reflect;light-screen
7;Sun;Poni Gauntlet;Mina;Granbull;61;crunch;play-rough;earthquake;stone-edge
7;Sun;Poni Gauntlet;Mina;Shiinotic;61;spore;moonblast;dream-eater;giga-drain
7;Sun;Poni Gauntlet;Mina;Wigglytuff;61;dazzling-gleam;hyper-voice;flamethrower;ice-beam
7;Sun;Poni Gauntlet;Mina;Ribombee;61;pollen-puff;dazzling-gleam;psychic;energy-ball
7;Sun;Vast Poni Canyon;Hapu;Dugtrio;47;iron-head;earthquake;sucker-punch;sandstorm
7;Sun;Vast Poni Canyon;Hapu;Gastrodon;47;muddy-water;mud-bomb;recover;
7;Sun;Vast Poni Canyon;Hapu;Flygon;47;earth-power;dragon-breath;;
7;Sun;Vast Poni Canyon;Hapu;Mudsdale;48;heavy-slam;earthquake;double-kick;counter
7;Sun;Elite Four;Hala;Hariyama;54;fake-out;close-combat;knock-off;
7;Sun;Elite Four;Hala;Primeape;54;cross-chop;outrage;punishment;pursuit
7;Sun;Elite Four;Hala;Bewear;54;hammer-arm;brutal-swing;;
7;Sun;Elite Four;Hala;Poliwrath;54;waterfall;submission;;
7;Sun;Elite Four;Hala;Crabominable;55;ice-hammer;close-combat;;
7;Sun;Elite Four;Olivia;Relicanth;54;hydro-pump;ancient-power;yawn;
7;Sun;Elite Four;Olivia;Carbink;54;power-gem;moonblast;reflect;
7;Sun;Elite Four;Olivia;Golem;54;thunder-punch;rock-blast;steamroller;
7;Sun;Elite Four;Olivia;Probopass;54;earth-power;power-gem;thunder-wave;sandstorm
7;Sun;Elite Four;Olivia;Lycanroc;55;crunch;stone-edge;counter;rock-climb
7;Sun;Elite Four;Acerola;Sableye;54;shadow-claw;zen-headbutt;confuse-ray;fake-out
7;Sun;Elite Four;Acerola;Drifblim;54;ominous-wind;focus-energy;amnesia;baton-pass
7;Sun;Elite Four;Acerola;Dhelmise;54;slam;shadow-ball;energy-ball;whirlpool
7;Sun;Elite Four;Acerola;Froslass;54;blizzard;shadow-ball;confuse-ray;ice-shard
7;Sun;Elite Four;Acerola;Palossand;55;shadow-ball;earth-power;giga-drain;iron-defense
7;Sun;Elite Four;Kahili;Skarmory;54;slash;steel-wing;feint;spikes
7;Sun;Elite Four;Kahili;Crobat;54;air-slash;swift;supersonic;poison-fang
7;Sun;Elite Four;Kahili;Oricorio;54;revelation-dance;teeter-dance;air-slash;feather-dance
7;Sun;Elite Four;Kahili;Mandibuzz;54;bone-rush;brave-bird;punishment;flatter
7;Sun;Elite Four;Kahili;Toucannon;55;bullet-seed;rock-blast;beak-blast;screech
7;Sun;Elite Four;Kukui Rowlet;Lycanroc;57;stone-edge;accelerock;crunch;stealth-rock
7;Sun;Elite Four;Kukui Rowlet;Ninetales;56;dazzling-gleam;blizzard;ice-shard;safeguard
7;Sun;Elite Four;Kukui Rowlet;Braviary;56;crush-claw;brave-bird;tailwind;whirlwind
7;Sun;Elite Four;Kukui Rowlet;Magnezone;56;thunderbolt;flash-cannon;thunder-wave;mirror-coat
7;Sun;Elite Four;Kukui Rowlet;Snorlax;56;body-slam;crunch;heavy-slam;high-horsepower
7;Sun;Elite Four;Kukui Rowlet;Incineroar;58;flare-blitz;darkest-lariat;outrage;cross-chop
7;Sun;Elite Four;Kukui Litten;Lycanroc;57;stone-edge;accelerock;crunch;stealth-rock
7;Sun;Elite Four;Kukui Litten;Ninetales;56;dazzling-gleam;blizzard;ice-shard;safeguard
7;Sun;Elite Four;Kukui Litten;Braviary;56;crush-claw;brave-bird;tailwind;whirlwind
7;Sun;Elite Four;Kukui Litten;Magnezone;56;thunderbolt;flash-cannon;thunder-wave;mirror-coat
7;Sun;Elite Four;Kukui Litten;Snorlax;56;body-slam;crunch;heavy-slam;high-horsepower
7;Sun;Elite Four;Kukui Litten;Primarina;58;sparkling-aria;moonblast;aqua-jet;hyper-voice
7;Sun;Elite Four;Kukui Popplio;Lycanroc;57;stone-edge;accelerock;crunch;stealth-rock
7;Sun;Elite Four;Kukui Popplio;Ninetales;56;dazzling-gleam;blizzard;ice-shard;safeguard
7;Sun;Elite Four;Kukui Popplio;Braviary;56;crush-claw;brave-bird;tailwind;whirlwind
7;Sun;Elite Four;Kukui Popplio;Magnezone;56;thunderbolt;flash-cannon;thunder-wave;mirror-coat
7;Sun;Elite Four;Kukui Popplio;Snorlax;56;body-slam;crunch;heavy-slam;high-horsepower
7;Sun;Elite Four;Kukui Popplio;Decidueye;58;leaf-blade;spirit-shackle;brave-bird;sucker-punch
7;Moon;Hau'oli City;Ilima Rowlet;Yungoos;9;tackle;pursuit;leer;
7;Moon;Hau'oli City;Ilima Rowlet;Smeargle;10;ember;tackle;;
7;Moon;Hau'oli City;Ilima Litten;Yungoos;9;tackle;pursuit;leer;
7;Moon;Hau'oli City;Ilima Litten;Smeargle;10;water-gun;tackle;;
7;Moon;Hau'oli City;Ilima Popplio;Yungoos;9;tackle;pursuit;leer;
7;Moon;Hau'oli City;Ilima Popplio;Smeargle;10;leafage;tackle;;
7;Moon;Hau'oli City;Ilima;Gumshoos;15;tackle;pursuit;leer;
7;Moon;Hau'oli City;Ilima;Smeargle;14;quick-attack;ember;water-gun;leafage
7;Moon;Iki Town;Hala;Mankey;14;karate-chop;focus-energy;pursuit;
7;Moon;Iki Town;Hala;Makuhita;14;fake-out;sand-attack;arm-thrust;
7;Moon;Iki Town;Hala;Crabrawler;15;power-up-punch;pursuit;leer;
7;Moon;Brooklet Hill;Lana;Chinchou;26;bubble-beam;thunder-wave;electro-ball;
7;Moon;Brooklet Hill;Lana;Shellder;26;water-gun;supersonic;icicle-spear;
7;Moon;Brooklet Hill;Lana;Araquanid;27;bug-bite;bite;bubble-beam;
7;Moon;Lush Jungle;Mallow;Phantump;26;leech-seed;feint-attack;confuse-ray;astonish
7;Moon;Lush Jungle;Mallow;Shiinotic;26;ingrain;mega-drain;sleep-powder;astonish
7;Moon;Lush Jungle;Mallow;Steenee;27;teeter-dance;magical-leaf;double-slap;rapid-spin
7;Moon;Ruins of Life;Olivia;Nosepass;26;rock-slide;spark;thunder-wave;
7;Moon;Ruins of Life;Olivia;Boldore;26;rock-blast;mud-slap;headbutt;
7;Moon;Ruins of Life;Olivia;Lycanroc;27;bite;rock-throw;;
7;Moon;Pokémon League;Sophocles;Togedemaru;61;electric-terrain;zing-zap;spiky-shield;fell-stinger
7;Moon;Pokémon League;Sophocles;Magnezone;61;flash-cannon;discharge;tri-attack;reflect
7;Moon;Pokémon League;Sophocles;Electivire;61;thunder-punch;giga-impact;fire-punch;quick-attack
7;Moon;Pokémon League;Sophocles;Vikavolt;61;bug-buzz;thunderbolt;air-slash;guillotine
7;Moon;Pokémon League;Sophocles;Golem;61;stone-edge;steamroller;thunder-punch;heavy-slam
7;Moon;Pokémon League;Acerola;Sableye;54;shadow-claw;zen-headbutt;confuse-ray;fake-out
7;Moon;Pokémon League;Acerola;Drifblim;54;ominous-wind;focus-energy;amnesia;baton-pass
7;Moon;Pokémon League;Acerola;Dhelmise;54;slam;shadow-ball;energy-ball;whirlpool
7;Moon;Pokémon League;Acerola;Froslass;54;blizzard;shadow-ball;confuse-ray;ice-shard
7;Moon;Pokémon League;Acerola;Palossand;55;shadow-ball;earth-power;giga-drain;iron-defense
7;Moon;Malie City;Nanu;Sableye;38;power-gem;shadow-ball;fake-out;
7;Moon;Malie City;Nanu;Krokorok;38;crunch;assurance;swagger;earthquake
7;Moon;Malie City;Nanu;Persian;39;power-gem;fake-out;dark-pulse;
7;Moon;Vast Poni Canyon;None;Kommo-o;45;clanging-scales;sky-uppercut;flash-cannon;protect
7;Moon;Vast Poni Canyon;None;Hakamo-o;32;sky-uppercut;autotomize;work-up;bide
7;Moon;Vast Poni Canyon;None;Scizor;32;metal-claw;pursuit;leer;fury-cutter
7;Moon;Poni Gauntlet;Mina;Klefki;61;dazzling-gleam;flash-cannon;reflect;light-screen
7;Moon;Poni Gauntlet;Mina;Granbull;61;crunch;play-rough;earthquake;stone-edge
7;Moon;Poni Gauntlet;Mina;Shiinotic;61;spore;moonblast;dream-eater;giga-drain
7;Moon;Poni Gauntlet;Mina;Wigglytuff;61;dazzling-gleam;hyper-voice;flamethrower;ice-beam
7;Moon;Poni Gauntlet;Mina;Ribombee;61;pollen-puff;dazzling-gleam;psychic;energy-ball
7;Moon;Vast Poni Canyon;Hapu;Dugtrio;47;iron-head;earthquake;sucker-punch;sandstorm
7;Moon;Vast Poni Canyon;Hapu;Gastrodon;47;muddy-water;mud-bomb;recover;
7;Moon;Vast Poni Canyon;Hapu;Flygon;47;earth-power;dragon-breath;;
7;Moon;Vast Poni Canyon;Hapu;Mudsdale;48;heavy-slam;earthquake;double-kick;counter
7;Moon;Pokémon League;Hala;Hariyama;54;fake-out;close-combat;knock-off;
7;Moon;Pokémon League;Hala;Primeape;54;cross-chop;outrage;punishment;pursuit
7;Moon;Pokémon League;Hala;Bewear;54;hammer-arm;brutal-swing;;
7;Moon;Pokémon League;Hala;Poliwrath;54;waterfall;submission;;
7;Moon;Pokémon League;Hala;Crabominable;55;ice-hammer;close-combat;;
7;Moon;Pokémon League;Olivia;Relicanth;54;hydro-pump;ancient-power;yawn;
7;Moon;Pokémon League;Olivia;Carbink;54;power-gem;moonblast;reflect;
7;Moon;Pokémon League;Olivia;Golem;54;thunder-punch;rock-blast;steamroller;
7;Moon;Pokémon League;Olivia;Probopass;54;earth-power;power-gem;thunder-wave;sandstorm
7;Moon;Pokémon League;Olivia;Lycanroc;55;crunch;stone-edge;counter;rock-climb
7;Moon;Pokémon League;Acerola;Sableye;54;shadow-claw;zen-headbutt;confuse-ray;fake-out
7;Moon;Pokémon League;Acerola;Drifblim;54;ominous-wind;focus-energy;amnesia;baton-pass
7;Moon;Pokémon League;Acerola;Dhelmise;54;slam;shadow-ball;energy-ball;whirlpool
7;Moon;Pokémon League;Acerola;Froslass;54;blizzard;shadow-ball;confuse-ray;ice-shard
7;Moon;Pokémon League;Acerola;Palossand;55;shadow-ball;earth-power;giga-drain;iron-defense
7;Moon;Pokémon League;Kahili;Skarmory;54;slash;steel-wing;feint;spikes
7;Moon;Pokémon League;Kahili;Crobat;54;air-slash;swift;supersonic;poison-fang
7;Moon;Pokémon League;Kahili;Oricorio;54;revelation-dance;teeter-dance;air-slash;feather-dance
7;Moon;Pokémon League;Kahili;Mandibuzz;54;bone-rush;brave-bird;punishment;flatter
7;Moon;Pokémon League;Kahili;Toucannon;55;bullet-seed;rock-blast;beak-blast;screech
7;Moon;Pokémon League;Kukui Rowlet;Lycanroc;57;stone-edge;accelerock;crunch;stealth-rock
7;Moon;Pokémon League;Kukui Rowlet;Ninetales;56;dazzling-gleam;blizzard;ice-shard;safeguard
7;Moon;Pokémon League;Kukui Rowlet;Braviary;56;crush-claw;brave-bird;tailwind;whirlwind
7;Moon;Pokémon League;Kukui Rowlet;Magnezone;56;thunderbolt;flash-cannon;thunder-wave;mirror-coat
7;Moon;Pokémon League;Kukui Rowlet;Snorlax;56;body-slam;crunch;heavy-slam;high-horsepower
7;Moon;Pokémon League;Kukui Rowlet;Incineroar;58;flare-blitz;darkest-lariat;outrage;cross-chop
7;Moon;Pokémon League;Kukui Litten;Lycanroc;57;stone-edge;accelerock;crunch;stealth-rock
7;Moon;Pokémon League;Kukui Litten;Ninetales;56;dazzling-gleam;blizzard;ice-shard;safeguard
7;Moon;Pokémon League;Kukui Litten;Braviary;56;crush-claw;brave-bird;tailwind;whirlwind
7;Moon;Pokémon League;Kukui Litten;Magnezone;56;thunderbolt;flash-cannon;thunder-wave;mirror-coat
7;Moon;Pokémon League;Kukui Litten;Snorlax;56;body-slam;crunch;heavy-slam;high-horsepower
7;Moon;Pokémon League;Kukui Litten;Primarina;58;sparkling-aria;moonblast;aqua-jet;hyper-voice
7;Moon;Pokémon League;Kukui Popplio;Lycanroc;57;stone-edge;accelerock;crunch;stealth-rock
7;Moon;Pokémon League;Kukui Popplio;Ninetales;56;dazzling-gleam;blizzard;ice-shard;safeguard
7;Moon;Pokémon League;Kukui Popplio;Braviary;56;crush-claw;brave-bird;tailwind;whirlwind
7;Moon;Pokémon League;Kukui Popplio;Magnezone;56;thunderbolt;flash-cannon;thunder-wave;mirror-coat
7;Moon;Pokémon League;Kukui Popplio;Snorlax;56;body-slam;crunch;heavy-slam;high-horsepower
7;Moon;Pokémon League;Kukui Popplio;Decidueye;58;leaf-blade;spirit-shackle;brave-bird;sucker-punch
8;Sword;Turffield;Milo;Gossifleur;19;magical-leaf;round;rapid-spin;
8;Sword;Turffield;Milo;Eldegoss;20;magical-leaf;leafage;round;
8;Sword;Hulbury;Nessa;Goldeen;22;water-pulse;whirlpool;horn-attack;agility
8;Sword;Hulbury;Nessa;Arrokuda;23;aqua-jet;bite;whirlpool;fury-attack
8;Sword;Hulbury;Nessa;Drednaw;24;razor-shell;water-gun;bite;headbutt
8;Sword;Motostoke;Kabu;Ninetales;25;will-o-wisp;fire-spin;quick-attack;ember
8;Sword;Motostoke;Kabu;Arcanine;25;will-o-wisp;flame-wheel;bite;agility
8;Sword;Motostoke;Kabu;Centiskorch;27;flame-wheel;coil;bug-bite;smokescreen
8;Sword;Stow-on-Side;Bea;Hitmontop;34;triple-kick;quick-attack;counter;revenge
8;Sword;Stow-on-Side;Bea;Pangoro;34;bullet-punch;circle-throw;night-slash;work-up
8;Sword;Stow-on-Side;Bea;Sirfetch'd;35;detect;swords-dance;brutal-swing;revenge
8;Sword;Stow-on-Side;Bea;Machamp;36;scary-face;revenge;knock-off;strength
8;Sword;Ballonlea;Opal;Weezing;36;sludge;fairy-wing;tackle;
8;Sword;Ballonlea;Opal;Mawile;36;draining-kiss;crunch;iron-defense;astonish
8;Sword;Ballonlea;Opal;Togekiss;37;air-slash;draining-kiss;ancient-power;
8;Sword;Ballonlea;Opal;Alcremie;38;draining-kiss;acid-armor;sweet-kiss;
8;Sword;Circhester;Gordie;Barbaracle;40;shell-smash;rock-tomb;razor-shell;
8;Sword;Circhester;Gordie;Shuckle;40;power-split;stone-edge;struggle-bug;rock-tomb
8;Sword;Circhester;Gordie;Stonjourner;41;stealth-rock;rock-tomb;body-slam;wonder-room
8;Sword;Circhester;Gordie;Coalossal;42;tar-shot;stealth-rock;heat-crash;rock-tomb
8;Sword;Spikemuth;Piers;Scrafty;44;fake-out;sand-attack;brick-break;payback
8;Sword;Spikemuth;Piers;Malamar;45;night-slash;foul-play;psycho-cut;payback
8;Sword;Spikemuth;Piers;Skuntank;45;sucker-punch;screech;toxic;snarl
8;Sword;Spikemuth;Piers;Obstagoon;46;obstruct;throat-chop;counter;shadow-claw
8;Sword;Hammerlocke;Raihan;Gigalith;46;stealth-rock;sand-tomb;rock-blast;body-press
8;Sword;Hammerlocke;Raihan;Flygon;47;thunder-punch;breaking-swipe;crunch;steel-wing
8;Sword;Hammerlocke;Raihan;Sandaconda;46;protect;glare;fire-fang;earth-power
8;Sword;Hammerlocke;Raihan;Duraludon;48;breaking-swipe;body-press;stone-edge;iron-head
8;Sword;Champion Cup;Marnie;Liepard;47;fake-out;torment;nasty-plot;snarl
8;Sword;Champion Cup;Marnie;toxicroak;47;venoshock;sucker-punch;swagger;toxic
8;Sword;Champion Cup;Marnie;Scrafty;47;swagger;scary-face;brick-break;crunch
8;Sword;Champion Cup;Marnie;Morpeko;48;bullet-seed;torment;spark;bite
8;Sword;Champion Cup;Marnie;Grimmsnarl;49;spirit-break;darkest-lariat;bulk-up;torment
8;Sword;Champion Cup;Hop Scorbunny;Dubwool;48;cotton-guard;reversal;body-slam;zen-headbutt
8;Sword;Champion Cup;Hop Scorbunny;Corviknight;48;steel-wing;drill-peck;scary-face;swagger
8;Sword;Champion Cup;Hop Scorbunny;Pincurchin;47;thunderbolt;poison-jab;curse;
8;Sword;Champion Cup;Hop Scorbunny;Snorlax;47;heavy-slam;high-horsepower;hammer-arm;
8;Sword;Champion Cup;Hop Scorbunny;Inteleon;49;snipe-shot;mud-shot;icy-wind;dark-pulse
8;Sword;Champion Cup;Hop Sobble;Dubwool;48;cotton-guard;reversal;body-slam;zen-headbutt
8;Sword;Champion Cup;Hop Sobble;Corviknight;48;steel-wing;drill-peck;scary-face;swagger
8;Sword;Champion Cup;Hop Sobble;Pincurchin;47;thunderbolt;poison-jab;curse;
8;Sword;Champion Cup;Hop Sobble;Snorlax;47;heavy-slam;high-horsepower;hammer-arm;
8;Sword;Champion Cup;Hop Sobble;Rillaboom;49;drum-beating;high-horsepower;snarl;uproar
8;Sword;Champion Cup;Hop Grookey;Dubwool;48;cotton-guard;reversal;body-slam;zen-headbutt
8;Sword;Champion Cup;Hop Grookey;Corviknight;48;steel-wing;drill-peck;scary-face;swagger
8;Sword;Champion Cup;Hop Grookey;Pincurchin;47;thunderbolt;poison-jab;curse;
8;Sword;Champion Cup;Hop Grookey;Snorlax;47;heavy-slam;high-horsepower;hammer-arm;
8;Sword;Champion Cup;Hop Grookey;Cinderace;49;pyro-ball;counter;gunk-shot;bounce
8;Sword;Champion Cup;Bede;Mawile;51;play-rough;iron-head;crunch;
8;Sword;Champion Cup;Bede;Gardevoir;51;dazzling-gleam;psychic;calm-mind;wish
8;Sword;Champion Cup;Bede;Rapidash;52;psycho-cut;take-down;dazzling-gleam;quick-attack
8;Sword;Champion Cup;Bede;Hatterene;53;psychic;dazzling-gleam;calm-mind;mystical-fire
8;Sword;Champion Cup;Nessa;Golisopod;51;first-impression;liquidation;swords-dance;shadow-claw
8;Sword;Champion Cup;Nessa;Pelipper;51;roost;air-slash;water-pulse;tailwind
8;Sword;Champion Cup;Nessa;Barraskewda;52;liquidation;throat-chop;ice-fang;drill-run
8;Sword;Champion Cup;Nessa;Seaking;52;smart-strike;megahorn;aqua-ring;waterfall
8;Sword;Champion Cup;Nessa;Drednaw;53;liquidation;jaw-lock;rock-tomb;crunch
8;Sword;Champion Cup;Bea;Hawlucha;52;flying-press;high-jump-kick;bounce;
8;Sword;Champion Cup;Bea;Grapploct;52;octolock;submission;bind;mega-punch
8;Sword;Champion Cup;Bea;Sirfetch'd;53;leaf-blade;slam;brick-break;brutal-swing
8;Sword;Champion Cup;Bea;Falinks;53;no-retreat;bulk-up;close-combat;rock-tomb
8;Sword;Champion Cup;Bea;Machamp;54;cross-chop;revenge;fire-punch;strength
8;Sword;Champion Cup;Raihan;Torkoal;53;lava-plume;body-press;solar-beam;yawn
8;Sword;Champion Cup;Raihan;Goodra;54;rain-dance;surf;thunder;muddy-water
8;Sword;Champion Cup;Raihan;Turtonator;54;sunny-day;dragon-pulse;shell-trap;fire-blast
8;Sword;Champion Cup;Raihan;Flygon;54;sandstorm;dragon-claw;earthquake;crunch
8;Sword;Champion Cup;Raihan;Duraludon;55;dragon-claw;body-press;stone-edge;iron-head
8;Sword;Champion Cup;Champion Leon Grookey;Aegislash;62;kings-shield;shadow-ball;sacred-sword;flash-cannon
8;Sword;Champion Cup;Champion Leon Grookey;Dragapult;62;shadow-ball;flamethrower;thunderbolt;dragon-breath
8;Sword;Champion Cup;Champion Leon Grookey;Haxorus;63;poison-jab;iron-tail;outrage;earthquake
8;Sword;Champion Cup;Champion Leon Grookey;Seismitoad;64;toxic;drain-punch;liquidation;earthquake
8;Sword;Champion Cup;Champion Leon Grookey;Cinderace;64;pyro-ball;feint;acrobatics;quick-attack
8;Sword;Champion Cup;Champion Leon Grookey;Charizard;65;fire-blast;air-slash;solar-beam;ancient-power
8;Sword;Champion Cup;Champion Leon Scorbunny;Aegislash;62;kings-shield;shadow-ball;sacred-sword;flash-cannon
8;Sword;Champion Cup;Champion Leon Scorbunny;Dragapult;62;shadow-ball;flamethrower;thunderbolt;dragon-breath
8;Sword;Champion Cup;Champion Leon Scorbunny;Haxorus;63;poison-jab;iron-tail;outrage;earthquake
8;Sword;Champion Cup;Champion Leon Scorbunny;Mr. Rime;64;teeter-dance;psychic;freeze-dry;thunderbolt
